Project Name,Package Name,Package Depth,Line Length,Pachage Files
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/common/drex/referral/codes/authorisation/entitlements/authority,18,172,6
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/common/drex/referral/codes/authorisation/entitlements/domain,18,169,2
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/common/drex/referral/codes/authorisation/structure,17,159,2
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/common/drex/referral/codes/type,16,140,2
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals,12,118,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/cx/structure/descriptor/id,16,145,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/cx/structure/descriptor/id/dsl,17,149,1
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/cx/structure/descriptor/location,16,151,2
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/cx/structure/descriptor/location/global,17,158,1
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/cx/structure/descriptor/location/nondrex,17,159,1
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/cx/structure/descriptor/location/premiumsummary,17,166,1
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/cx/structure/descriptor/location/question,17,160,1
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/interaction,13,130,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/interaction/handler,14,138,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow,15,143,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser,16,156,3
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui,10,94,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/cee,11,98,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/cee/operation,12,108,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/cee/operation/transaction,13,120,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/document,11,103,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/document/schedule,12,112,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/policy,11,101,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/policy/builder,12,109,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/policy/builder/persisted,13,119,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/policy/builder/persisted/structure,14,129,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/policy/consolidation,12,115,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/policy/state,12,107,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/transaction,11,106,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/nongui/transaction/request,12,114,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/rendering,10,97,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/main/validation,10,98,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper,9,89,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/drex,11,105,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/drex/to,12,108,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/drex/to/policy,13,115,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/drex/to/policy/overriding,14,126,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder,15,142,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination,16,154,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single,17,161,1
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/dsl,11,104,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/policy,11,107,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/mapper/drexpolicy/policy/to,12,110,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/phase,9,88,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/phase/prelaunching,10,101,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/phase/prelaunching/processor,11,111,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/rule/covers/creator,11,102,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/rule/covers/creator/parser,12,109,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/template,9,91,0
,au/com/cgu/cudosui/sample/clean/model/ui/flow/validation,9,93,0
,au/com/cgu/cudosui/sample/clean/model/ui/headless,8,86,0
,au/com/cgu/cudosui/sample/clean/model/ui/mapper,8,84,0
,au/com/cgu/cudosui/sample/clean/model/ui/mapper/cee,9,88,0
,au/com/cgu/cudosui/sample/clean/model/ui/mapper/cee/common,10,95,0
,au/com/cgu/cudosui/sample/clean/model/ui/mapper/cee/common/initialisers,11,108,0
,au/com/cgu/cudosui/sample/clean/model/ui/mapper/cee/common/initialisers/policy,12,115,0
,au/com/cgu/cudosui/sample/clean/model/ui/policy,8,84,0
,au/com/cgu/cudosui/sample/clean/model/ui/policy/inquiry,9,92,0
,au/com/cgu/cudosui/sample/clean/model/ui/policy/inspector,9,94,0
,au/com/cgu/cudosui/sample/clean/model/ui/policy/renewal,9,92,0
,au/com/cgu/cudosui/sample/clean/model/ui/policy/structure/common/question,11,110,0
,au/com/cgu/cudosui/sample/clean/model/ui/policy/structure/descriptor,10,105,0
,au/com/cgu/cudosui/sample/clean/model/ui/policy/structure/payment/credit,11,109,0
,au/com/cgu/cudosui/sample/clean/model/ui/policy/transaction,9,96,0
,au/com/cgu/cudosui/sample/clean/model/ui/premium,8,85,0
,au/com/cgu/cudosui/sample/clean/model/ui/security,8,86,0
,au/com/cgu/cudosui/sample/clean/model/ui/spikes,8,84,0
,au/com/cgu/cudosui/sample/clean/model/ui/spikes/security,9,93,0
,au/com/cgu/cudosui/sample/clean/service,6,76,0
,au/com/cgu/cudosui/sample/clean/service/address/converter,8,94,0
,au/com/cgu/cudosui/sample/clean/service/common,7,83,0
,au/com/cgu/cudosui/sample/clean/service/common/bpm/request,9,95,0
,au/com/cgu/cudosui/sample/clean/service/common/bpm/request/renewal,10,103,0
,au/com/cgu/cudosui/sample/clean/service/common/document,8,92,0
,au/com/cgu/cudosui/sample/clean/service/common/document/generate/finance,10,109,0
,au/com/cgu/cudosui/sample/clean/service/common/document/generate/renewal,10,109,0
,au/com/cgu/cudosui/sample/clean/service/common/document/retriever,9,102,0
,au/com/cgu/cudosui/sample/clean/service/common/flow,8,88,0
,au/com/cgu/cudosui/sample/clean/service/common/flow/initialisation,9,103,0
,au/com/cgu/cudosui/sample/clean/service/common/flow/initialisation/policy,10,110,0
,au/com/cgu/cudosui/sample/clean/service/common/flow/structure,9,98,0
,au/com/cgu/cudosui/sample/clean/service/common/flow/structure/flattener/drex,11,113,0
,au/com/cgu/cudosui/sample/clean/service/common/flow/structure/flattener/drex/path,12,118,0
,au/com/cgu/cudosui/sample/clean/service/common/notes/attacher,9,98,0
,au/com/cgu/cudosui/sample/clean/service/common/notes/manager,9,97,0
,au/com/cgu/cudosui/sample/clean/service/common/policy/deepcopy/elements,10,108,0
,au/com/cgu/cudosui/sample/clean/service/common/policy/structure/adapter,10,108,0
,au/com/cgu/cudosui/sample/clean/service/common/policy/structure/adapter/i90/descriptor/policy,13,130,0
,au/com/cgu/cudosui/sample/clean/service/common/policy/structure/adapter/i90/descriptor/transaction/state,14,141,0
,au/com/cgu/cudosui/sample/clean/service/common/reinsurance,8,95,0
,au/com/cgu/cudosui/sample/clean/service/common/reinsurance/accumulation,9,108,0
,au/com/cgu/cudosui/sample/clean/service/dashboard,7,86,0
,au/com/cgu/cudosui/sample/clean/service/dashboard/partner,8,94,0
,au/com/cgu/cudosui/sample/clean/service/dashboard/partner/account,9,102,0
,au/com/cgu/cudosui/sample/clean/service/dashboard/security,8,95,0
,au/com/cgu/cudosui/sample/clean/service/labs,7,81,0
,au/com/cgu/cudosui/sample/clean/service/labs/interaction,8,93,0
,au/com/cgu/cudosui/sample/clean/service/labs/interaction/snapshot/switchmode,10,113,0
,au/com/cgu/cudosui/sample/clean/service/labs/performance,8,93,0
,au/com/cgu/cudosui/sample/clean/service/sunrise,7,84,0
,au/com/cgu/cudosui/sample/clean/service/ui,7,79,0
,au/com/cgu/cudosui/sample/clean/service/ui/bne,8,83,0
,au/com/cgu/cudosui/sample/clean/service/ui/bne/policy,9,90,0
,au/com/cgu/cudosui/sample/clean/service/ui/correspondence,8,94,0
,au/com/cgu/cudosui/sample/clean/service/ui/correspondence/partner/request/common,11,117,0
,au/com/cgu/cudosui/sample/clean/service/ui/correspondence/policy,9,101,0
,au/com/cgu/cudosui/sample/clean/service/ui/correspondence/policy/request/policy/transactions,12,129,0
,au/com/cgu/cudosui/sample/clean/service/ui/debug,8,85,0
,au/com/cgu/cudosui/sample/clean/service/ui/external,8,88,0
,au/com/cgu/cudosui/sample/clean/service/ui/external/bizintelligence,9,104,0
,au/com/cgu/cudosui/sample/clean/service/ui/external/bizintelligence/hierarchy,10,114,0
,au/com/cgu/cudosui/sample/clean/service/ui/external/bizintelligence/policies/data,11,118,0
,au/com/cgu/cudosui/sample/clean/service/ui/external/claims,9,95,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow,8,84,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/answerprocessor/update,10,107,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/attacher,9,93,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/attacher/drexpolicy/drex,11,109,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/attacher/drexpolicy/drex/to,12,112,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/attacher/drexpolicy/drex/to/policy,13,119,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/attacher/drexpolicy/policy,11,111,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/attacher/drexpolicy/policy/to,12,114,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/attacher/drexpolicy/policy/to/drex,13,119,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common,9,91,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common/cee,10,95,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common/cee/operation/lifecycle,12,115,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common/drex/location,11,105,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common/drex/location/dsl,12,109,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common/nongui,10,98,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common/nongui/cee,11,102,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common/nongui/cee/operation,12,112,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/common/nongui/cee/operation/lifecycle,13,122,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/crud,9,89,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/crud/post/rule,11,99,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/crud/structure,10,99,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data,9,89,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/getter,10,96,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/getter/workflowmap,11,108,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/getter/workflowmap/structure/item,13,123,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/getter/workflowmap/to,12,111,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/getter/workflowmap/to/policy,13,118,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/resetter,10,98,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/setter,10,96,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/setter/workflowmap,11,108,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/data/setter/workflowmap/structure,12,118,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/expression,9,95,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/expression/operandresolver/custom,11,118,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/expression/operandresolver/custom/worsening,12,128,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation,9,99,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/attached,10,108,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/context/rendering,11,117,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy,10,106,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation,11,116,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/common,13,131,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/common/transaction,14,143,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/common/transaction/create,15,150,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/common/transaction/create/common,16,157,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/common/transaction/create/common/security,17,166,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff,13,130,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction,14,142,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/create,15,149,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/create/newbusiness,16,161,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/create/newbusiness/loading,17,169,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/create/quote,16,155,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/create/quote/loading,17,163,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit,15,147,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/amendment,16,157,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/amendment/interimcover,17,170,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/cancellation,16,160,7
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/close,16,153,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/conversion,16,158,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/endorsement,16,159,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/lapse,16,153,10
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/reinstatement,16,161,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/edit/reinsurance,16,159,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/swiitch,15,150,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/swiitch/amendment,16,160,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/swiitch/common,16,157,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/swiitch/conversion,16,161,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/swiitch/newbusiness,16,162,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/staff/transaction/swiitch/quote,16,156,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback,14,141,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction,15,153,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/create,16,160,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/create/newbusiness,17,172,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/create/quote,17,166,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/create/renewaltransfer,17,176,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/edit,16,158,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/edit/amendment,17,168,6
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/edit/cancellation,17,171,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/edit/close,17,164,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/edit/conversion,17,169,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/edit/endorsement,17,170,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/edit/lapse,17,164,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/callback/transaction/edit/renewal,17,166,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/direct,14,139,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/direct/action/handler,16,154,5
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/direct/phase/handler,16,153,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/direct/processstatus/handler,16,161,5
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/channel/sunrise/renewal,14,140,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/common/initialiser,13,135,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/common/renewal,13,131,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/common/transaction,13,135,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/policy/operation/common/transaction/edit,14,140,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/workflowmap,10,111,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/workflowmap/controlquestions,11,128,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/initialisation/workflowmap/controlquestions/creator,12,136,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/interaction,9,96,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/locator,9,92,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/locator/drexpolicy,10,103,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/locator/drexpolicy/drex,11,108,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/locator/drexpolicy/drex/to,12,111,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/locator/drexpolicy/policy,11,110,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/locator/drexpolicy/policy/to,12,113,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/locator/drexpolicy/policy/to/drex/by,14,121,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main,9,89,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem,10,100,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/common,11,107,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/correspondence,11,115,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/correspondence/interactive,12,127,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/error,11,106,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/finalise,11,109,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/finalise/review,12,116,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/offering,11,109,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/policy,11,107,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/premium,11,108,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/stampduty,11,110,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/statebreakdown,11,115,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/customitem/validator,11,110,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction,10,101,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/common/resolver/structure,13,127,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/navigation,11,112,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/navigation/buttons,12,120,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/navigation/buttons/next,13,125,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/navigation/buttons/next/finaliser/determiner,15,146,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/navigation/buttons/next/finaliser/determiner/availability,16,159,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/navigation/buttons/next/finaliser/determiner/name,16,151,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/navigation/menu,12,117,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/repeatability,11,115,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/repeatability/common,12,122,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/repeatability/group,12,121,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/repeatability/item,12,120,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/repeatability/question,12,124,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/repeatability/workflow,12,124,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/correspondence,12,127,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/correspondence/composewizard,13,141,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/documents,12,122,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/notes/attacher,13,127,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/notes/attacher/drex,14,132,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/notes/attacher/drex/to,15,135,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/notes/attacher/drex/to/policy,16,142,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/notes/persister,13,128,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/referrals,12,122,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/referrals/history/builder,14,138,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/referrals/history/builder/interaction/grouper,16,158,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/referrals/history/builder/interaction/sorter,16,157,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/transactions/operations,13,136,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/transactions/operations/evaluator/term,15,151,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/transactions/operations/evaluator/term/common,16,158,6
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/transactions/operations/evaluator/term/policy,16,158,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/transactions/operations/evaluator/term/pre,16,155,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/staffpanel/transactions/term,13,130,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel,11,110,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses,12,118,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/attacher,13,127,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/attacher/drex,14,132,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/attacher/drex/to,15,135,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/attacher/drex/to/policy,16,142,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/custom,13,125,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/custom/template,14,134,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction,13,130,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler,14,138,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/action/block,16,151,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/action/delete,16,152,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/context/visible,16,154,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/context/visible/location,17,163,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/context/visible/location/checker,18,171,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/system/changes,16,153,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/system/changes/add,17,157,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/system/changes/remove,17,160,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/system/location,16,154,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/system/location/resolver,17,163,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/system/location/resolver/entity,18,170,2
