Call Tree,Time (ms),Own Time (ms),Level
EventParser.java:27 au.com.cgu.cudos.xml.stax.parser.EventParser.processStartElement(ElementOperation),124,0,53
EventParser.java:38 au.com.cgu.cudos.xml.stax.parser.StartElementProcessor.process(ElementOperation),124,0,54
StartElementProcessor.java:22 au.com.cgu.cudos.xml.stax.parser.StartElementProcessor.parseElement(ElementOperation:String),93,0,55
StartElementProcessor.java:40 au.com.cgu.cudos.xml.stax.parser.GenericParser.parse(ElementOperation),93,0,56
GenericParser.java:30 au.com.cgu.cudos.xml.stax.parser.XmlElementBuilder.parse(ElementOperation:ElementOperation),62,0,57
XmlElementBuilder.java:25 au.com.cgu.cudos.xml.stax.parser.SimpleElementBuilder.process(ElementOperation:ElementOperation),62,0,58
SimpleElementBuilder.java:27 au.com.cgu.cudos.xml.stax.parser.EventParser.process(ElementOperation),62,0,59
EventParser.java:27 au.com.cgu.cudos.xml.stax.parser.EventParser.processStartElement(ElementOperation),62,0,60
EventParser.java:38 au.com.cgu.cudos.xml.stax.parser.StartElementProcessor.process(ElementOperation),62,0,61
StartElementProcessor.java:22 au.com.cgu.cudos.xml.stax.parser.StartElementProcessor.parseElement(ElementOperation:String),62,0,62
StartElementProcessor.java:40 au.com.cgu.cudos.xml.stax.parser.GenericParser.parse(ElementOperation),62,0,63
GenericParser.java:30 au.com.cgu.cudos.xml.stax.parser.XmlElementBuilder.parse(ElementOperation:ElementOperation),46,0,64
XmlElementBuilder.java:25 au.com.cgu.cudos.xml.stax.parser.SimpleElementBuilder.process(ElementOperation:ElementOperation),46,0,65
SimpleElementBuilder.java:26 au.com.cgu.cudos.xml.stax.extractor.checker.ElementChecker.isNotEndElement(XMLEventReader:String),31,0,66
ElementChecker.java:14 com.ibm.xml.xlxp2.api.stax.XMLEventReaderImpl.peek(),31,31,67
SimpleElementBuilder.java:27 au.com.cgu.cudos.xml.stax.parser.EventParser.process(ElementOperation),15,0,66
EventParser.java:27 au.com.cgu.cudos.xml.stax.parser.EventParser.processStartElement(ElementOperation),15,0,67
EventParser.java:38 au.com.cgu.cudos.xml.stax.parser.StartElementProcessor.process(ElementOperation),15,0,68
StartElementProcessor.java:22 au.com.cgu.cudos.xml.stax.parser.StartElementProcessor.parseElement(ElementOperation:String),15,0,69
StartElementProcessor.java:40 au.com.cgu.cudos.xml.stax.parser.GenericParser.parse(ElementOperation),15,0,70
GenericParser.java:31 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.initialisers.policy.location.risk.premiumclass.insureditem.InsuredItemPopulator.populate(XmlElement:ElementOperation),15,0,71
InsuredItemPopulator.java:1 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.initialisers.policy.location.risk.premiumclass.insureditem.InsuredItemPopulator.populate(XmlElement:ElementOperation),15,0,72
InsuredItemPopulator.java:53 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.initialisers.policy.location.risk.premiumclass.insureditem.InsuredItemPopulator.postMappingProcessingForStateItem(XmlElement:ElementOperation),15,0,73
InsuredItemPopulator.java:86 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.map(Object:XmlElement),15,0,74
DefaultModelMapper.java:64 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.setPropertyValue(Object:String:String),15,0,75
DefaultModelMapper.java:131 au.com.cgu.cudos.xml.stax.mapper.resolver.ObjectAndPathResolver.setValueForCudos(ObjectAndPath:String),15,0,76
ObjectAndPathResolver.java:36 au.com.cgu.cudos.xml.stax.mapper.resolver.ObjectAndPath.setValue(String),15,0,77
ObjectAndPath.java:31 org.springframework.beans.BeanWrapperImpl.setPropertyValue(String:Object),15,15,78
GenericParser.java:31 au.com.cgu.cudos.xml.stax.mapper.AbstractModelPopulator.populate(XmlElement:ElementOperation),15,0,64
AbstractModelPopulator.java:23 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.map(Object:XmlElement),15,0,65
DefaultModelMapper.java:64 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.setPropertyValue(Object:String:String),15,0,66
DefaultModelMapper.java:131 au.com.cgu.cudos.xml.stax.mapper.resolver.ObjectAndPathResolver.setValueForCudos(ObjectAndPath:String),15,0,67
ObjectAndPathResolver.java:36 au.com.cgu.cudos.xml.stax.mapper.resolver.ObjectAndPath.setValue(String),15,0,68
ObjectAndPath.java:31 org.springframework.beans.BeanWrapperImpl.setPropertyValue(String:Object),15,15,69
GenericParser.java:31 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.initialisers.policy.location.risk.RiskPopulator.populate(XmlElement:ElementOperation),31,0,57
RiskPopulator.java:1 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.initialisers.policy.location.risk.RiskPopulator.populate(XmlElement:ElementOperation),31,0,58
RiskPopulator.java:43 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.map(Object:XmlElement),31,0,59
DefaultModelMapper.java:64 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.setPropertyValue(Object:String:String),31,0,60
DefaultModelMapper.java:131 au.com.cgu.cudos.xml.stax.mapper.resolver.ObjectAndPathResolver.setValueForCudos(ObjectAndPath:String),31,0,61
ObjectAndPathResolver.java:31 org.springframework.beans.BeanWrapperImpl.getPropertyType(String),31,31,62
StartElementProcessor.java:25 au.com.cgu.cudos.xml.stax.parser.StartElementProcessor.extractSimpleELements(ElementOperation),31,0,55
StartElementProcessor.java:31 au.com.cgu.cudos.xml.stax.extractor.SimpleElementExtractor.extract(XMLEventReader:XMLEvent),31,0,56
SimpleElementExtractor.java:20 au.com.cgu.cudos.xml.stax.extractor.SimpleElementExtractor.parse(XMLEventReader:ExtractElementOperation),31,0,57
SimpleElementExtractor.java:27 com.ibm.xml.xlxp2.api.stax.XMLEventReaderImpl.nextEvent(),31,31,58
SimpleElementBuilder.java:26 au.com.cgu.cudos.xml.stax.extractor.checker.ElementChecker.isNotEndElement(XMLEventReader:String),15,0,52
ElementChecker.java:14 com.ibm.xml.xlxp2.api.stax.XMLEventReaderImpl.peek(),15,15,53
GenericParser.java:31 au.com.cgu.cudos.xml.stax.mapper.AbstractModelPopulator.populate(XmlElement:ElementOperation),62,0,50
AbstractModelPopulator.java:23 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.map(Object:XmlElement),62,0,51
DefaultModelMapper.java:64 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.setPropertyValue(Object:String:String),46,0,52
DefaultModelMapper.java:131 au.com.cgu.cudos.xml.stax.mapper.resolver.ObjectAndPathResolver.setValueForCudos(ObjectAndPath:String),46,0,53
ObjectAndPathResolver.java:32 java.lang.Class.getSimpleName(),31,31,54
ObjectAndPathResolver.java:36 au.com.cgu.cudos.xml.stax.mapper.resolver.ObjectAndPath.setValue(String),15,0,54
ObjectAndPath.java:31 org.springframework.beans.BeanWrapperImpl.setPropertyValue(String:Object),15,15,55
DefaultModelMapper.java:63 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.handleDataConversionSpecialTypes(String:String),15,0,52
DefaultModelMapper.java:105 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.handleNullToNumberType(String:String),15,0,53
DefaultModelMapper.java:140 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.isEmptyNullToNumberField(String:String),15,0,54
DefaultModelMapper.java:147 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.isNullToNumberField(String),15,0,55
DefaultModelMapper.java:151 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.factory.FieldTypeListFactory.getFieldsForType(String),15,0,56
FieldTypeListFactory.java:20 org.springframework.context.support.AbstractApplicationContext.getBean(String),15,15,57
GenericParser.java:31 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.to.policy.from.cee.inquiry.PolicyPopulator.populate(XmlElement:ElementOperation),15,0,43
PolicyPopulator.java:1 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.to.policy.from.cee.inquiry.PolicyPopulator.populate(XmlElement:ElementOperation),15,0,44
PolicyPopulator.java:47 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.map(Object:XmlElement),15,0,45
DefaultModelMapper.java:64 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.mapper.DefaultModelMapper.setPropertyValue(Object:String:String),15,0,46
DefaultModelMapper.java:131 au.com.cgu.cudos.xml.stax.mapper.resolver.ObjectAndPathResolver.setValueForCudos(ObjectAndPath:String),15,0,47
ObjectAndPathResolver.java:34 au.com.cgu.cudos.xml.stax.mapper.resolver.types.EnumTypeResolver.setCudosValue(ObjectAndPath:String),15,0,48
EnumTypeResolver.java:46 au.com.cgu.cudos.xml.stax.mapper.resolver.types.EnumTypeResolver.resolveEnumObject(String:Class),15,0,49
EnumTypeResolver.java:59 java.lang.Enum.valueOf(Class:String),15,15,50
PolicyExtractor.java:17 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.postprocessor.policy.PolicyPostProcessor.process(Policy),101,0,40
PolicyPostProcessor.java:27 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.postprocessor.policy.PolicyPostProcessor.postProcessPartnerAccount(Policy),51,0,41
PolicyPostProcessor.java:36 au.com.cgu.cudosui.sample.clean.webservice.ui.external.policy.retriever.mapper.AccountToPolicyAssociationMapper.map(Policy),51,0,42
AccountToPolicyAssociationMapper.java:21 au.com.cgu.cudosui.sample.clean.service.dashboard.partner.search.PartnerSearchRetriever.retrieveByAccountNumber(String),51,0,43
PartnerSearchRetriever.java:71 au.com.cgu.cudosui.sample.clean.service.dashboard.partner.search.PartnerSearchRetriever.retrieveSingle(PartnerSearchCriteria),51,0,44
PartnerSearchRetriever.java:83 au.com.cgu.cudosui.sample.clean.service.dashboard.partner.search.PartnerSearchRetriever.retrieve(PartnerSearchCriteria),51,0,45
PartnerSearchRetriever.java:30 au.com.cgu.cudosui.sample.clean.integration.dashboard.partner.search.PartnerSearchDao.search(PartnerSearchCriteria),51,0,46
PartnerSearchDao.java:41 au.com.cgu.cudosui.sample.clean.integration.dashboard.partner.search.PartnerSearchDao.retrievePartners(IntermediarySearchRequest),51,0,47
PartnerSearchDao.java:49 com.sun.proxy.$Proxy196.getIntermediarySearch(IntermediarySearchRequest),51,51,48
PolicyPostProcessor.java:28 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.postprocessor.policy.PolicyPostProcessor.postProcessRenewalSettings(Policy),50,0,41
PolicyPostProcessor.java:32 au.com.cgu.cudosui.sample.clean.service.ui.mapper.cee.common.postprocessor.policy.PolicyRenewalSettingsPostProcessor.process(Policy),50,0,42
PolicyRenewalSettingsPostProcessor.java:20 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.interaction.staffpanel.admin.PolicyAdminSettingsService$$EnhancerByCGLIB$$40014b20.getLatestPolicySetting(Policy),50,0,43
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),50,31,44
MethodProxy.java:191 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.interaction.staffpanel.admin.PolicyAdminSettingsService$$FastClassByCGLIB$$1b11d22d.invoke(int:Object:Object[]),19,0,45
<generated> au.com.cgu.cudosui.sample.clean.service.ui.flow.main.interaction.staffpanel.admin.PolicyAdminSettingsService.getLatestPolicySetting(Policy),19,0,46
PolicyAdminSettingsService.java:27 au.com.cgu.cudosui.sample.clean.integration.ui.flow.main.interaction.staffpanel.admin.PolicyAdminSettingsDao.getAllSettingsForPolicy(String),19,0,47
PolicyAdminSettingsDao.java:36 org.hibernate.ejb.QueryImpl.getResultList(),19,19,48
PolicySnapshotLoader.java:65 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.BatchStatusLoader.loadBatchStatus(Policy),19,0,39
BatchStatusLoader.java:30 au.com.cgu.cudosui.sample.clean.service.ui.policy.loader.BatchStatusLoader.updateBatchStatus(Policy:BatchDetails),19,0,40
BatchStatusLoader.java:37 au.com.cgu.cudosui.sample.clean.service.ui.policy.batch.full.SpecificPolicyTransactionRetriever.retrieve(PolicyBatchKey),19,0,41
SpecificPolicyTransactionRetriever.java:21 au.com.cgu.cudosui.sample.clean.integration.ui.policy.batch.full.FullBatchDetailsDao.retrieveSingleTransaction(TransactionHistorySearchCriteria),19,0,42
FullBatchDetailsDao.java:29 au.com.cgu.cudosui.sample.clean.integration.ui.policy.batch.full.FullBatchDetailsDao.dispatchRequest(TransactionHistorySearchCriteria),19,0,43
FullBatchDetailsDao.java:37 au.com.cgu.cudosui.sample.clean.integration.ui.policy.batch.full.FullBatchDetailsRequestDispatcher.dispatch(TransactionHistorySearchCriteria),19,0,44
FullBatchDetailsRequestDispatcher.java:36 com.sun.proxy.$Proxy185.getPolicyTransactionHistorySearch(TransactionHistorySearchRequest),19,19,45
PolicyInViewStateLoader.java:23 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.term.PolicyInViewStateLoader.initialisePolicy(WorkflowMapAndPolicy:Policy),384,0,37
PolicyInViewStateLoader.java:38 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.program.pricingdetails.PolicyPricingService.populatePricingDetails(WorkflowMapAndPolicy),369,0,38
PolicyPricingService.java:22 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.program.pricingdetails.PolicyPricingService.populatePricingDetails(WorkflowMapAndPolicy:Actions),369,0,39
PolicyPricingService.java:28 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.program.pricingdetails.PolicyPricingHolderRetriever.retrieve(WorkflowMapAndPolicy:Actions),369,0,40
PolicyPricingHolderRetriever.java:26 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.program.pricingdetails.PolicyPricingDetailsRetriever.retrieve(WorkflowMapAndPolicy:Actions),369,0,41
PolicyPricingDetailsRetriever.java:35 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.program.pricingdetails.PolicyPricingDetailsRetriever.handleView(RequestDataHolder),369,0,42
PolicyPricingDetailsRetriever.java:54 au.com.cgu.cudosui.sample.clean.integration.ui.flow.main.nongui.premium.summary.PremiumSummaryRequestDispatcher.retrieve(RequestDataHolder),369,0,43
PremiumSummaryRequestDispatcher.java:30 com.sun.proxy.$Proxy184.getPremiumSummary(PremiumSummaryRequest),353,353,44
PremiumSummaryRequestDispatcher.java:32 au.com.cgu.cudosui.sample.clean.integration.ui.flow.main.nongui.premium.summary.response.PremiumSummaryToPolicyPricingHolderMapper.createHolder(PremiumSummaryResponse),15,0,44
PremiumSummaryToPolicyPricingHolderMapper.java:21 au.com.cgu.cudosui.sample.clean.integration.ui.flow.main.nongui.premium.summary.response.PremiumSummaryResponseProcessor.process(List:PolicyPricingHolder),15,0,45
PremiumSummaryResponseProcessor.java:23 au.com.cgu.cudosui.sample.clean.integration.ui.flow.main.nongui.premium.summary.response.processors.RiskPremiumSummaryProcessor.process(PolicyPricingHolder:PremiumSummaryItem),15,0,46
RiskPremiumSummaryProcessor.java:36 au.com.cgu.cudosui.sample.clean.integration.ui.flow.main.nongui.premium.summary.response.processors.RiskPremiumSummaryProcessor.process(RiskPricingHolder:PremiumSummaryItem),15,0,47
RiskPremiumSummaryProcessor.java:29 org.dozer.DozerBeanMapper.map(Object:Class),15,0,48
DozerBeanMapper.java:111 org.dozer.MappingProcessor.map(Object:Class),15,0,49
MappingProcessor.java:119 org.dozer.MappingProcessor.map(Object:Class:String),15,0,50
MappingProcessor.java:124 org.dozer.MappingProcessor.map(Object:Class:Object:String),15,0,51
MappingProcessor.java:187 org.dozer.MappingProcessor.map(ClassMap:Object:Object:boolean:String),15,0,52
MappingProcessor.java:245 org.dozer.MappingProcessor.mapField(FieldMap:Object:Object),15,0,53
MappingProcessor.java:276 org.dozer.MappingProcessor.mapFromFieldMap(Object:Object:Object:FieldMap),15,0,54
MappingProcessor.java:337 org.dozer.MappingProcessor.writeDestinationValue(Object:Object:FieldMap:Object),15,0,55
MappingProcessor.java:870 org.dozer.fieldmap.FieldMap.writeDestValue(Object:Object),15,0,56
FieldMap.java:94 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.setPropertyValue(Object:Object:FieldMap),15,0,57
GetterSetterPropertyDescriptor.java:86 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.writeDeepDestinationValue(Object:Object:FieldMap),15,0,58
GetterSetterPropertyDescriptor.java:240 org.dozer.util.ReflectionUtils.invoke(Method:Object:Object[]),15,0,59
ReflectionUtils.java:286 java.lang.reflect.Method.invoke(Object:Object[]),15,0,60
NativeMethodAccessorImpl.java (native) au.com.cgu.cudosui.sample.clean.model.ui.policy.structure.common.pricing.Commission.setRate(String),15,0,61
Commission.java:85 java.text.DecimalFormat.<init>(String),15,15,62
PolicyInViewStateLoader.java:35 au.com.cgu.cudosui.sample.clean.service.ui.flow.initialisation.policy.operation.channel.staff.view.ViewSnapshotInitialiser.initialisePolicy(Policy),15,0,38
ViewSnapshotInitialiser.java:27 au.com.cgu.cudosui.sample.clean.service.ui.flow.initialisation.policy.operation.channel.staff.view.ViewInitialiser.initialisePolicy(Policy),15,0,39
ViewInitialiser.java:33 au.com.cgu.cudosui.sample.clean.service.ui.flow.initialisation.policy.operation.channel.staff.common.SequenceDescriptorPopulator.populate(Policy),15,0,40
SequenceDescriptorPopulator.java:23 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.policy.builder.outofsequence.timeline.CompleteTransactionTimelineCreator.create(Policy),15,0,41
CompleteTransactionTimelineCreator.java:25 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.policy.builder.outofsequence.timeline.CompleteTransactionTimelineCreator.retrieveTransactions(PolicyId),15,0,42
CompleteTransactionTimelineCreator.java:37 au.com.cgu.cudosui.sample.clean.service.ui.policy.batch.full.TransactionHistoryRetriever.retrieve(TransactionHistorySearchCriteria),15,0,43
TransactionHistoryRetriever.java:18 au.com.cgu.cudosui.sample.clean.integration.ui.policy.batch.full.FullBatchDetailsDao.retrieveAll(TransactionHistorySearchCriteria),15,0,44
FullBatchDetailsDao.java:25 au.com.cgu.cudosui.sample.clean.integration.ui.policy.batch.full.FullBatchDetailsDao.dispatchRequest(TransactionHistorySearchCriteria),15,0,45
FullBatchDetailsDao.java:37 au.com.cgu.cudosui.sample.clean.integration.ui.policy.batch.full.FullBatchDetailsRequestDispatcher.dispatch(TransactionHistorySearchCriteria),15,0,46
FullBatchDetailsRequestDispatcher.java:36 com.sun.proxy.$Proxy185.getPolicyTransactionHistorySearch(TransactionHistorySearchRequest),15,15,47
SchedulePolicyCreator.java:93 au.com.cgu.cudosui.sample.clean.webservice.ui.external.policy.retriever.mapper.AccountToPolicyAssociationMapper.map(Policy),53,0,35
AccountToPolicyAssociationMapper.java:21 au.com.cgu.cudosui.sample.clean.service.dashboard.partner.search.PartnerSearchRetriever.retrieveByAccountNumber(String),53,0,36
PartnerSearchRetriever.java:71 au.com.cgu.cudosui.sample.clean.service.dashboard.partner.search.PartnerSearchRetriever.retrieveSingle(PartnerSearchCriteria),53,0,37
PartnerSearchRetriever.java:83 au.com.cgu.cudosui.sample.clean.service.dashboard.partner.search.PartnerSearchRetriever.retrieve(PartnerSearchCriteria),53,0,38
PartnerSearchRetriever.java:30 au.com.cgu.cudosui.sample.clean.integration.dashboard.partner.search.PartnerSearchDao.search(PartnerSearchCriteria),53,0,39
PartnerSearchDao.java:41 au.com.cgu.cudosui.sample.clean.integration.dashboard.partner.search.PartnerSearchDao.retrievePartners(IntermediarySearchRequest),53,0,40
PartnerSearchDao.java:49 com.sun.proxy.$Proxy196.getIntermediarySearch(IntermediarySearchRequest),38,38,41
PartnerSearchDao.java:50 au.com.cgu.cudosui.sample.clean.integration.dashboard.partner.search.response.PartnerSearchResultConverter.convert(IntermediaryOrganisationWrapper),15,0,41
PartnerSearchResultConverter.java:25 org.dozer.DozerBeanMapper.map(Object:Object),15,0,42
DozerBeanMapper.java:118 org.dozer.MappingProcessor.map(Object:Object),15,0,43
MappingProcessor.java:128 org.dozer.MappingProcessor.map(Object:Object:String),15,0,44
MappingProcessor.java:133 org.dozer.MappingProcessor.map(Object:Class:Object:String),15,0,45
MappingProcessor.java:187 org.dozer.MappingProcessor.map(ClassMap:Object:Object:boolean:String),15,0,46
MappingProcessor.java:245 org.dozer.MappingProcessor.mapField(FieldMap:Object:Object),15,0,47
MappingProcessor.java:276 org.dozer.MappingProcessor.mapFromFieldMap(Object:Object:Object:FieldMap),15,0,48
MappingProcessor.java:330 org.dozer.MappingProcessor.mapOrRecurseObject(Object:Object:Class:FieldMap:Object),15,0,49
MappingProcessor.java:422 org.dozer.MappingProcessor.mapCollection(Object:Object:FieldMap:Object),15,0,50
MappingProcessor.java:529 org.dozer.MappingProcessor.mapListToList(Object:Collection:FieldMap:Object),15,0,51
MappingProcessor.java:674 org.dozer.MappingProcessor.addOrUpdateToList(Object:FieldMap:Collection:Object),15,0,52
MappingProcessor.java:825 org.dozer.MappingProcessor.addOrUpdateToList(Object:FieldMap:Collection:Object:Class),15,0,53
MappingProcessor.java:767 org.dozer.MappingProcessor.mapOrRecurseObject(Object:Object:Class:FieldMap:Object),15,0,54
MappingProcessor.java:434 org.dozer.MappingProcessor.mapCustomObject(FieldMap:Object:Class:Object),15,0,55
MappingProcessor.java:483 org.dozer.MappingProcessor.map(ClassMap:Object:Object:boolean:String),15,0,56
MappingProcessor.java:245 org.dozer.MappingProcessor.mapField(FieldMap:Object:Object),15,0,57
MappingProcessor.java:263 org.dozer.fieldmap.FieldMap.getSrcFieldValue(Object),15,0,58
FieldMap.java:84 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.getPropertyValue(Object),15,0,59
GetterSetterPropertyDescriptor.java:76 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.invokeReadMethod(Object),15,0,60
GetterSetterPropertyDescriptor.java:250 org.dozer.util.ReflectionUtils.invoke(Method:Object:Object[]),15,0,61
ReflectionUtils.java:286 java.lang.reflect.Method.invoke(Object:Object[]),15,15,62
SchedulePolicyCreator.java:63 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator.createBuilder(String:Policy:WorkflowMap),1372,0,34
ScheduleContentCreator.java:57 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator.getContentStructure(String:Policy),1294,0,35
ScheduleContentCreator.java:111 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ContentStructureLoader.getContentStructure(String:Class),1294,0,36
ContentStructureLoader.java:24 javax.xml.bind.JAXBContext.newInstance(Class[]),1294,1279,37
NativeConstructorAccessorImpl.java (native) au.com.cgu.cudosui.sample.clean.model.ui.policy.structure.referrals.UnderwriterDetails$JaxbAccessorM_getUwName_setUwName_java_lang_String.<init>(),15,15,38
MethodAccessor_Ref.java:52,15,15,39
ScheduleContentCreator.java:59 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator.populateStaticText(String:WorkflowMap:Header),46,0,35
ScheduleContentCreator.java:81 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator.getStaticText(String),31,0,36
ScheduleContentCreator.java:132 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ContentStructureLoader.getContentStructure(String:Class),31,0,37
ContentStructureLoader.java:24 javax.xml.bind.JAXBContext.newInstance(Class[]),31,31,38
ScheduleContentCreator.java:83 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator.getStaticText(String),15,0,36
ScheduleContentCreator.java:132 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ContentStructureLoader.getContentStructure(String:Class),15,0,37
ContentStructureLoader.java:24 javax.xml.bind.JAXBContext.newInstance(Class[]),15,15,38
ScheduleContentCreator.java:61 org.apache.catalina.loader.WebappClassLoader.loadClass(String),31,31,35
SchedulePolicyCreator.java:70 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator$ScheduleContentBuilder.build(),34,0,34
ScheduleContentCreator.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator$ScheduleContentBuilder.build(),34,0,35
ScheduleContentCreator.java:327 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator.access$0(ScheduleContentCreator:SchedulePolicy:Policy:WorkflowMap),34,0,36
ScheduleContentCreator.java:135 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator.create(SchedulePolicy:Policy:WorkflowMap),34,0,37
ScheduleContentCreator.java:142 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.ScheduleContentCreator.getDistributionChannelTypeDescription(Policy),19,0,38
ScheduleContentCreator.java:300 au.com.cgu.cudos.intermediary.service.DistributionChannelTypeService.getDescriptionByCodes(String),19,0,39
DistributionChannelTypeService.java:31 au.com.cgu.cudos.intermediary.service.DistributionChannelTypeService.getDistributionChannelTypes(String),19,0,40
DistributionChannelTypeService.java:40 au.com.cgu.cudos.intermediary.integration.DistributionChannelTypeDao.findByBetweenDates(String:Date),19,0,41
DistributionChannelTypeDao.java:35 com.sun.proxy.$Proxy250.getResultList(),19,19,42
ScheduleContentCreator.java:137 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.PolicySummaryCreator.create(SchedulePolicy:Policy),15,0,38
PolicySummaryCreator.java:36 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.content.PolicySummaryCreator.updateAnzsicDetails(Policy:PolicySummary),15,0,39
PolicySummaryCreator.java:48 au.com.cgu.cudos.anzsic.service.ANZSICCodeService$$EnhancerByCGLIB$$7e3a4d30.getCode(String:DateTime),15,0,40
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),15,0,41
MethodProxy.java:191 au.com.cgu.cudos.anzsic.service.ANZSICCodeService$$FastClassByCGLIB$$dc7ef35d.invoke(int:Object:Object[]),15,0,42
<generated> au.com.cgu.cudos.anzsic.service.ANZSICCodeService.getCode(String:DateTime),15,0,43
ANZSICCodeService.java:29 au.com.cgu.cudos.anzsic.integration.ANZSICCodeDao.getByCode(String:DateTime),15,0,44
ANZSICCodeDao.java:58 org.hibernate.ejb.QueryImpl.getSingleResult(),15,15,45
ScheduleAttacher.java:51 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.PolicyScheduleDocumentGenerator.createPdfPolicySchedule(Schedule:String:boolean),1372,0,31
PolicyScheduleDocumentGenerator.java:36 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.common.BaseDocumentGenerator.generate(Map:String:String:ConversionType),1372,0,32
BaseDocumentGenerator.java:58 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.document.common.BaseDocumentGenerator.createAndStorePdf(String:String:ConversionType),1170,0,33
BaseDocumentGenerator.java:90 au.com.cgu.document.converter.service.HtmlConverter.convert(ConversionDetails),1154,0,34
HtmlConverter.java:35 au.com.cgu.document.converter.service.HtmlConverter.addBlankPageAtEndIfRequired(PD4ML:ConversionDetails),904,0,35
