Call Tree,Time (ms),Own Time (ms),Level
WorkflowMapToPolicyMapper.java:62 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map(WorkflowMap:MapToPolicyDescriptor),50,0,55
WorkflowMapToPolicyMapper.java:74 au.com.cgu.cudos.logging.aop.aspect.monitor.MonitorLogger.logTime(ProceedingJoinPoint),50,0,56
MonitorLogger.java:33 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),50,0,57
JoinPointImpl.java:149 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper$AjcClosure3.run(Object[]),50,0,58
WorkflowMapToPolicyMapper.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map_aroundBody2(WorkflowMapToPolicyMapper:WorkflowMap:MapToPolicyDescriptor:JoinPoint),50,0,59
WorkflowMapToPolicyMapper.java:89 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.mapCoversSubcovers(WorkflowMapAndPolicy:MapToPolicyDescriptor),19,0,60
WorkflowMapToPolicyMapper.java:156 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.risks.covers.CoverSubCoverMapper.map(Policy),19,0,61
CoverSubCoverMapper.java:27 au.com.cgu.cudos.risk.descriptor.service.RiskDescriptorService$$EnhancerByCGLIB$$5a5c1337.getDescriptorHolder(String:String:String),19,0,62
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),19,19,63
WorkflowMapToPolicyMapper.java:81 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.bindSingleDestinationAnswers(WorkflowMapAndPolicy),15,0,60
WorkflowMapToPolicyMapper.java:116 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.SingleDestinationAnswerBinder.bind(WorkflowMapAndPolicy),15,0,61
SingleDestinationAnswerBinder.java:27 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.WorkflowMapBinder.bind(WorkflowMapAndPolicy),15,0,62
WorkflowMapBinder.java:23 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.workflow.WorkflowBinder.bind(Workflow:Policy),15,0,63
WorkflowBinder.java:21 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.group.GroupBinder.bind(ItemGroup:Policy),15,0,64
GroupBinder.java:20 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.item.ItemBinder.bind(AbstractWorkflowItem:Policy),15,0,65
ItemBinder.java:20 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindIfNecessary(AbstractQuestion:Policy),15,0,66
QuestionBinder.java:39 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindWithOptimisation(AbstractQuestion:Policy),15,0,67
QuestionBinder.java:50 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindWhenEvaluatingChainsCached(AbstractQuestion:Policy),15,0,68
QuestionBinder.java:62 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bind(AbstractQuestion:Policy:List),15,0,69
QuestionBinder.java:77 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.chain.ChainBinder.bind(SingleDestinationOperation),15,0,70
ChainBinder.java:29 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.chain.answerer.DateBinder.bind(SingleDestinationOperation),15,0,71
DateBinder.java:30 au.com.cgu.dates.service.converter.CxDateStringConverter.convertWithAutodetect(String:DateFormat),15,0,72
CxDateStringConverter.java:28 au.com.cgu.dates.service.parser.CxDateParser.parseWithAutodetect(String),15,0,73
CxDateParser.java:31 au.com.cgu.dates.common.CxDateFormatterFactory.autodetectFormatter(String),15,0,74
CxDateFormatterFactory.java:34 org.joda.time.format.DateTimeFormatter.parseDateTime(String),15,15,75
WorkflowMapToPolicyMapper.java:91 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.populatePolicyRiskDescriptors(Policy:MapToPolicyDescriptor),15,0,60
WorkflowMapToPolicyMapper.java:169 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.risks.PolicyRiskDescriptorPopulator.populate(Policy),15,0,61
PolicyRiskDescriptorPopulator.java:25 au.com.cgu.cudos.risk.descriptor.service.RiskDescriptorService$$EnhancerByCGLIB$$5a5c1337.getDescriptorHolder(String:String:String),15,0,62
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),15,15,63
TotalPremiumRefresher.java:44 au.com.cgu.drex.service.common.DeepCopyCreatorService.create(Object),15,0,48
DeepCopyCreatorService.java:13 au.com.cgu.drex.model.workflow.DeepCopyCreator.createDeepCopy(Object),15,0,49
DeepCopyCreator.java:30 java.io.ObjectInputStream.readObject(),15,15,50
PremiumSummaryService.java:89 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryService.persistPricingData(WorkflowMap),268,0,46
PremiumSummaryService.java:95 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.premium.datacollection.PricingDataCollectionPersister$$EnhancerByCGLIB$$8ddbb9ae.persist(Policy:WorkflowMap),268,0,47
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),268,51,48
MethodProxy.java:191 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.premium.datacollection.PricingDataCollectionPersister$$FastClassByCGLIB$$1aaff977.invoke(int:Object:Object[]),217,0,49
<generated> au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.premium.datacollection.PricingDataCollectionPersister.persist(Policy:WorkflowMap),217,0,50
PricingDataCollectionPersister.java:49 au.com.cgu.cudos.persistence.integration.AbstractGenericDao.saveAll(List),217,0,51
AbstractGenericDao.java:56 au.com.cgu.cudos.persistence.integration.AbstractGenericDao.save(Object),217,0,52
AbstractGenericDao.java:51 com.sun.proxy.$Proxy109.persist(Object),217,217,53
PremiumSummaryPreProcessor.java:107 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.doPrepareForView(PremiumSummary),444,0,45
PremiumSummaryPreProcessor.java:114 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.prepareModelDataForView(PremiumSummary),444,0,46
PremiumSummaryPreProcessor.java:133 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.handleFunctionalView(PremiumSummary:Policy),381,0,47
PremiumSummaryPreProcessor.java:153 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.updateMonthlyAndFortnightlyPremium(Policy:PremiumSummary),381,0,48
PremiumSummaryPreProcessor.java:182 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.retrieve(Policy),381,0,49
MonthlyAndFortnightlyInstalmentRetriever.java:52 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.handleNonReinstatementScenario(Policy),381,0,50
MonthlyAndFortnightlyInstalmentRetriever.java:71 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getFortnightlyInstalmentPremium(Policy),238,0,51
MonthlyAndFortnightlyInstalmentRetriever.java:92 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getFortnightlyInstallmentBillingDetails(Policy),238,0,52
MonthlyAndFortnightlyInstalmentRetriever.java:111 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getInstalmentResponseDetailsForRequest(InstalmentRequestDetails),238,0,53
MonthlyAndFortnightlyInstalmentRetriever.java:115 au.com.cgu.cudosui.sample.clean.service.ui.external.instalmentbilling.InstalmentService.getInstalments(InstalmentRequestDetails:boolean),238,0,54
InstalmentService.java:41 au.com.cgu.cudos.drexextensions.service.ui.flow.common.question.custom.instalments.BillingService.getInstalments(InstalmentRequestDetails),191,0,55
BillingService.java:27 au.com.cgu.cudos.drexextensions.service.ui.flow.common.question.custom.instalments.BillingService.getResponse(InstalmentRequestDetails),191,0,56
BillingService.java:34 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingDAO.getInstalmentBillingDetails(InstalmentRequestDetails),191,0,57
InstalmentBillingDAO.java:26 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingServiceCaller.callRemoteService(InstallmentBillingRequest),129,0,58
InstalmentBillingServiceCaller.java:19 com.sun.proxy.$Proxy145.getInstallmentBilling(InstallmentBillingRequest),129,129,59
InstalmentBillingDAO.java:27 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.convert(InstallmentBillingResponse:InstallmentBillingRequest),62,0,58
InstalmentBillingResponseConverter.java:59 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.extractBilling(InstallmentBillingInstallment:InstallmentBillingInstallmentData),62,0,59
InstalmentBillingResponseConverter.java:120 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.mapBillings(InstallmentBillingInstallmentData),62,0,60
InstalmentBillingResponseConverter.java:197 org.dozer.DozerBeanMapper.map(Object:Class),62,0,61
DozerBeanMapper.java:111 org.dozer.MappingProcessor.map(Object:Class),46,0,62
MappingProcessor.java:119 org.dozer.MappingProcessor.map(Object:Class:String),46,0,63
MappingProcessor.java:124 org.dozer.MappingProcessor.map(Object:Class:Object:String),46,0,64
MappingProcessor.java:187 org.dozer.MappingProcessor.map(ClassMap:Object:Object:boolean:String),46,0,65
MappingProcessor.java:245 org.dozer.MappingProcessor.mapField(FieldMap:Object:Object),46,0,66
MappingProcessor.java:276 org.dozer.MappingProcessor.mapFromFieldMap(Object:Object:Object:FieldMap),46,0,67
MappingProcessor.java:337 org.dozer.MappingProcessor.writeDestinationValue(Object:Object:FieldMap:Object),46,0,68
MappingProcessor.java:870 org.dozer.fieldmap.FieldMap.writeDestValue(Object:Object),46,0,69
FieldMap.java:94 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.setPropertyValue(Object:Object:FieldMap),46,0,70
GetterSetterPropertyDescriptor.java:95 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.getPropertyValue(Object),31,0,71
GetterSetterPropertyDescriptor.java:76 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.invokeReadMethod(Object),31,0,72
GetterSetterPropertyDescriptor.java:250 org.dozer.util.ReflectionUtils.invoke(Method:Object:Object[]),31,0,73
ReflectionUtils.java:286 java.lang.reflect.Method.invoke(Object:Object[]),31,31,74
GetterSetterPropertyDescriptor.java:101 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.invokeWriteMethod(Object:Object),15,0,71
GetterSetterPropertyDescriptor.java:259 org.dozer.util.ReflectionUtils.invoke(Method:Object:Object[]),15,0,72
ReflectionUtils.java:286 java.lang.reflect.Method.invoke(Object:Object[]),15,15,73
DozerBeanMapper.java:111 org.dozer.DozerBeanMapper.getMappingProcessor(),15,0,62
DozerBeanMapper.java:186 org.dozer.DozerBeanMapper.loadCustomMappings(),15,0,63
DozerBeanMapper.java:213 org.dozer.loader.CustomMappingsLoader.load(List:List),15,0,64
CustomMappingsLoader.java:65 org.dozer.loader.MappingsParser.processMappings(List:Configuration),15,0,65
MappingsParser.java:71 org.dozer.util.ReflectionUtils.findPropertyDescriptor(Class:String:HintContainer),15,0,66
ReflectionUtils.java:55 org.dozer.util.ReflectionUtils.getPropertyDescriptors(Class),15,0,67
ReflectionUtils.java:209 org.apache.commons.beanutils.PropertyUtils.getPropertyDescriptors(Class),15,15,68
InstalmentService.java:43 au.com.cgu.cudosui.sample.clean.service.ui.external.instalmentbilling.InstalmentService.convertToDebtors(List),46,0,55
InstalmentService.java:63 org.dozer.DozerBeanMapper.map(Object:Class),46,0,56
DozerBeanMapper.java:111 org.dozer.MappingProcessor.map(Object:Class),31,0,57
MappingProcessor.java:119 org.dozer.MappingProcessor.map(Object:Class:String),31,0,58
MappingProcessor.java:124 org.dozer.MappingProcessor.map(Object:Class:Object:String),31,0,59
MappingProcessor.java:187 org.dozer.MappingProcessor.map(ClassMap:Object:Object:boolean:String),31,0,60
MappingProcessor.java:245 org.dozer.MappingProcessor.mapField(FieldMap:Object:Object),31,0,61
MappingProcessor.java:276 org.dozer.MappingProcessor.mapFromFieldMap(Object:Object:Object:FieldMap),31,0,62
MappingProcessor.java:337 org.dozer.MappingProcessor.writeDestinationValue(Object:Object:FieldMap:Object),31,0,63
MappingProcessor.java:870 org.dozer.fieldmap.FieldMap.writeDestValue(Object:Object),31,0,64
FieldMap.java:94 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.setPropertyValue(Object:Object:FieldMap),31,0,65
GetterSetterPropertyDescriptor.java:101 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.invokeWriteMethod(Object:Object),15,15,66
GetterSetterPropertyDescriptor.java:259,15,15,67
GetterSetterPropertyDescriptor.java:86 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.writeDeepDestinationValue(Object:Object:FieldMap),15,0,66
GetterSetterPropertyDescriptor.java:193 java.lang.Object.getClass(),15,15,67
DozerBeanMapper.java:111 org.dozer.DozerBeanMapper.getMappingProcessor(),15,0,57
DozerBeanMapper.java:186 org.dozer.DozerBeanMapper.loadCustomMappings(),15,0,58
DozerBeanMapper.java:212 org.dozer.loader.CustomMappingsLoader.<init>(),15,0,59
CustomMappingsLoader.java:52 org.dozer.loader.xml.MappingFileReader.<init>(XMLParserFactory),15,0,60
MappingFileReader.java:46 org.dozer.loader.xml.XMLParserFactory.createParser(),15,0,61
XMLParserFactory.java:35 org.dozer.loader.xml.XMLParserFactory.createDocumentBuilderFactory(),15,0,62
XMLParserFactory.java:52 javax.xml.parsers.DocumentBuilderFactory.newInstance(),15,15,63
MonthlyAndFortnightlyInstalmentRetriever.java:72 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getMonthlyInstalmentPremium(Policy),143,0,51
MonthlyAndFortnightlyInstalmentRetriever.java:78 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getMonthlyInstallmentBillingDetails(Policy),143,0,52
MonthlyAndFortnightlyInstalmentRetriever.java:87 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getInstalmentResponseDetailsForRequest(InstalmentRequestDetails),143,0,53
MonthlyAndFortnightlyInstalmentRetriever.java:115 au.com.cgu.cudosui.sample.clean.service.ui.external.instalmentbilling.InstalmentService.getInstalments(InstalmentRequestDetails:boolean),143,0,54
InstalmentService.java:41 au.com.cgu.cudos.drexextensions.service.ui.flow.common.question.custom.instalments.BillingService.getInstalments(InstalmentRequestDetails),143,0,55
BillingService.java:27 au.com.cgu.cudos.drexextensions.service.ui.flow.common.question.custom.instalments.BillingService.getResponse(InstalmentRequestDetails),143,0,56
BillingService.java:34 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingDAO.getInstalmentBillingDetails(InstalmentRequestDetails),143,0,57
InstalmentBillingDAO.java:26 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingServiceCaller.callRemoteService(InstallmentBillingRequest),127,0,58
InstalmentBillingServiceCaller.java:19 com.sun.proxy.$Proxy145.getInstallmentBilling(InstallmentBillingRequest),127,127,59
InstalmentBillingDAO.java:27 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.convert(InstallmentBillingResponse:InstallmentBillingRequest),15,0,58
InstalmentBillingResponseConverter.java:59 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.extractBilling(InstallmentBillingInstallment:InstallmentBillingInstallmentData),15,0,59
InstalmentBillingResponseConverter.java:120 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.mapBillings(InstallmentBillingInstallmentData),15,0,60
InstalmentBillingResponseConverter.java:197 org.dozer.DozerBeanMapper.map(Object:Class),15,0,61
DozerBeanMapper.java:111 org.dozer.MappingProcessor.map(Object:Class),15,0,62
MappingProcessor.java:119 org.dozer.MappingProcessor.map(Object:Class:String),15,0,63
MappingProcessor.java:124 org.dozer.MappingProcessor.map(Object:Class:Object:String),15,0,64
MappingProcessor.java:187 org.dozer.MappingProcessor.map(ClassMap:Object:Object:boolean:String),15,0,65
MappingProcessor.java:245 org.dozer.MappingProcessor.mapField(FieldMap:Object:Object),15,0,66
MappingProcessor.java:276 org.dozer.MappingProcessor.mapFromFieldMap(Object:Object:Object:FieldMap),15,0,67
MappingProcessor.java:330 org.dozer.MappingProcessor.mapOrRecurseObject(Object:Object:Class:FieldMap:Object),15,0,68
MappingProcessor.java:418 org.dozer.converters.PrimitiveOrWrapperConverter.convert(Object:Class:DateFormatContainer),15,0,69
PrimitiveOrWrapperConverter.java:67 org.dozer.converters.PrimitiveOrWrapperConverter.getPrimitiveOrWrapperConverter(Class:DateFormatContainer),15,15,70
PrimitiveOrWrapperConverter.java:76,15,15,71
PremiumSummaryPreProcessor.java:130 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.retrieveWorkflowMapAndPolicy(PremiumSummary),62,0,47
PremiumSummaryPreProcessor.java:199 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.AggregatedPolicyRetriever.retrieve(WorkflowMapAndPolicy:String),31,0,48
AggregatedPolicyRetriever.java:41 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.AggregatedPolicyRetriever.retrieve(WorkflowMapAndPolicy),31,0,49
AggregatedPolicyRetriever.java:67 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PersistedPolicyHandler.populateWithFinancialsRefreshed(WorkflowMapAndPolicy),31,0,50
PersistedPolicyHandler.java:53 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PersistedPolicyHandler.preparePolicyForFinancialCalculations(Policy:Policy),31,0,51
PersistedPolicyHandler.java:80 au.com.cgu.cudosui.sample.clean.service.common.policy.deepcopy.PolicyDeepCopyCreator.create(PolicyDeepCopyOperation),31,0,52
PolicyDeepCopyCreator.java:21 au.com.cgu.drex.service.common.DeepCopyCreatorService.create(Object),31,0,53
DeepCopyCreatorService.java:13 au.com.cgu.drex.model.workflow.DeepCopyCreator.createDeepCopy(Object),31,0,54
DeepCopyCreator.java:30 java.io.ObjectInputStream.readObject(),15,15,55
DeepCopyCreator.java:26 java.io.ObjectOutputStream.writeObject(Object),15,15,55
PremiumSummaryPreProcessor.java:200 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.risks.covers.CoverSubCoverMapper.map(Policy),31,0,48
CoverSubCoverMapper.java:27 au.com.cgu.cudos.risk.descriptor.service.RiskDescriptorService$$EnhancerByCGLIB$$5a5c1337.getDescriptorHolder(String:String:String),31,0,49
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),31,31,50
CustomWorkflowItemRenderer.java:58 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.validator.workflowmap.WorkflowMapValidatorPreRenderingProcessor.processItem(AbstractCustomWorkflowItem),997,0,41
WorkflowMapValidatorPreRenderingProcessor.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.validator.workflowmap.WorkflowMapValidatorPreRenderingProcessor.processItem(WorkflowMapValidatorItem),997,0,42
WorkflowMapValidatorPreRenderingProcessor.java:48 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.validator.workflowmap.WorkflowMapValidatorPreRenderingProcessor.validateCustomItems(WorkflowMapValidatorItem),505,0,43
WorkflowMapValidatorPreRenderingProcessor.java:58 au.com.cgu.drex.service.flow.validator.item.custom.CustomItemPreRenderingProcessorRunner.runAll(List),505,0,44
CustomItemPreRenderingProcessorRunner.java:21 au.com.cgu.drex.service.flow.validator.item.custom.CustomItemPreRenderingProcessorRunner.processCustomItem(AbstractCustomWorkflowItem),505,0,45
CustomItemPreRenderingProcessorRunner.java:28 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.processItem(AbstractCustomWorkflowItem),412,0,46
PremiumSummaryPreProcessor.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.processItem(PremiumSummary),412,0,47
PremiumSummaryPreProcessor.java:86 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.processItemWhenOptimised(PremiumSummary),412,0,48
PremiumSummaryPreProcessor.java:96 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.processItemWhenNotOptimised(PremiumSummary),412,0,49
PremiumSummaryPreProcessor.java:107 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.doPrepareForView(PremiumSummary),287,0,50
PremiumSummaryPreProcessor.java:114 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.prepareModelDataForView(PremiumSummary),287,0,51
PremiumSummaryPreProcessor.java:133 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.handleFunctionalView(PremiumSummary:Policy),256,0,52
PremiumSummaryPreProcessor.java:153 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.updateMonthlyAndFortnightlyPremium(Policy:PremiumSummary),240,0,53
PremiumSummaryPreProcessor.java:182 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.retrieve(Policy),240,0,54
MonthlyAndFortnightlyInstalmentRetriever.java:52 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.handleNonReinstatementScenario(Policy),240,0,55
MonthlyAndFortnightlyInstalmentRetriever.java:71 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getFortnightlyInstalmentPremium(Policy),127,0,56
MonthlyAndFortnightlyInstalmentRetriever.java:92 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getFortnightlyInstallmentBillingDetails(Policy),127,0,57
MonthlyAndFortnightlyInstalmentRetriever.java:111 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getInstalmentResponseDetailsForRequest(InstalmentRequestDetails),127,0,58
MonthlyAndFortnightlyInstalmentRetriever.java:115 au.com.cgu.cudosui.sample.clean.service.ui.external.instalmentbilling.InstalmentService.getInstalments(InstalmentRequestDetails:boolean),127,0,59
InstalmentService.java:41 au.com.cgu.cudos.drexextensions.service.ui.flow.common.question.custom.instalments.BillingService.getInstalments(InstalmentRequestDetails),127,0,60
BillingService.java:27 au.com.cgu.cudos.drexextensions.service.ui.flow.common.question.custom.instalments.BillingService.getResponse(InstalmentRequestDetails),127,0,61
BillingService.java:34 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingDAO.getInstalmentBillingDetails(InstalmentRequestDetails),127,0,62
InstalmentBillingDAO.java:26 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingServiceCaller.callRemoteService(InstallmentBillingRequest),112,0,63
InstalmentBillingServiceCaller.java:19 com.sun.proxy.$Proxy145.getInstallmentBilling(InstallmentBillingRequest),112,112,64
InstalmentBillingDAO.java:27 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.convert(InstallmentBillingResponse:InstallmentBillingRequest),15,0,63
InstalmentBillingResponseConverter.java:59 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.extractBilling(InstallmentBillingInstallment:InstallmentBillingInstallmentData),15,0,64
InstalmentBillingResponseConverter.java:120 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingResponseConverter.mapBillings(InstallmentBillingInstallmentData),15,0,65
InstalmentBillingResponseConverter.java:197 org.dozer.DozerBeanMapper.map(Object:Class),15,0,66
DozerBeanMapper.java:111 org.dozer.MappingProcessor.map(Object:Class),15,0,67
MappingProcessor.java:119 org.dozer.MappingProcessor.map(Object:Class:String),15,0,68
MappingProcessor.java:124 org.dozer.MappingProcessor.map(Object:Class:Object:String),15,0,69
MappingProcessor.java:187 org.dozer.MappingProcessor.map(ClassMap:Object:Object:boolean:String),15,0,70
MappingProcessor.java:241 org.dozer.util.MappingUtils.getMappedParentFieldKey(Object:FieldMap),15,0,71
MappingUtils.java:108 java.lang.System.identityHashCode(Object),15,15,72
MonthlyAndFortnightlyInstalmentRetriever.java:72 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getMonthlyInstalmentPremium(Policy),112,0,56
MonthlyAndFortnightlyInstalmentRetriever.java:78 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getMonthlyInstallmentBillingDetails(Policy),112,0,57
MonthlyAndFortnightlyInstalmentRetriever.java:87 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.getInstalmentResponseDetailsForRequest(InstalmentRequestDetails),97,0,58
MonthlyAndFortnightlyInstalmentRetriever.java:115 au.com.cgu.cudosui.sample.clean.service.ui.external.instalmentbilling.InstalmentService.getInstalments(InstalmentRequestDetails:boolean),97,0,59
InstalmentService.java:41 au.com.cgu.cudos.drexextensions.service.ui.flow.common.question.custom.instalments.BillingService.getInstalments(InstalmentRequestDetails),97,0,60
BillingService.java:27 au.com.cgu.cudos.drexextensions.service.ui.flow.common.question.custom.instalments.BillingService.getResponse(InstalmentRequestDetails),97,0,61
